お名前(HN可),所属陣営,銘柄コード,年末時点で2倍になりそうな銘柄は？
rokuroku,湘南投資勉強会,168A,イタミアート　下方修正したが売上は問題なかった。来期の挽回に期待
ボントレ,湘南投資勉強会,173a,ハンモック
Minty,湘南投資勉強会,173A,ハンモック ランサムウェア対策でセキュリティ製品が伸びそう。
おいどん,どちらかと言うと神戸,173A,"ハンモック　173A
順調に成長しているから。"
シュレディンガーのぱんだ,さいたま投資勉強会,173A,ハンモック（上場したばかりで、柱のネットワークが好調のため）
やさあた,神戸投資勉強会,176A,レジル 24/04月上場。25/06黒転期待
ゆかちん,はじめてです,176A,レジル ビジネスモデルが面白くまだまだ伸び代があると思う。
TAKAS,湘南投資勉強会,176A,レジル　三菱地所との提携やNTTアーノルドの事業吸収など、事業拡大のスピード感が良い
牛肉太郎,神戸投資勉強会,184A,学びエイド　５分の動画を多数置いている。ビジネスモデル的に、コストがコントロールしやすいので、メンバーが一増えれば、一気に利益が増加するビジネスモデル。
HAL,神戸投資勉強会,184A,学びエイド 教育のデジタル化で成長が期待できる
ちゃちゃ,神戸投資勉強会,184A,学びエイド 通気営業黒字着地＆来期事業計画良し
スカイラー,湘南投資勉強会,186A,アストロスケール 宇宙バブルに期待
カンジ,湘南投資勉強会,192A,インテグループ MA仲介は根性
おいどん,どちらかと言うと神戸,192A,"インテグループ　192A
M&A仲介の中では安くないですか？"
先高,湘南投資勉強会,194A,WOLVES HAND 全国の動物病院を買収する計画。獣医師でもある北井社長がやる気。ペッパーランチを買収したJ-STARが大株主。ペット用サプリを開発中。
momo,湘南投資勉強会,194A,ウルブズハンド　シェア拡大、成長性
sakumaT,湘南投資勉強会,196A,MFS    2024年上場のハイグロの一角だと思っている。四季報予想悪くないのと、黑転からの利益拡大フェーズにいるのではないかと予想。
キリン@神戸投資勉強会,神戸投資勉強会,196A,MFS  時代はモゲチェック
マックス,草を食べて暮らそう会,196A,MFS ビジネスモデル、現在の会社の状況などを考えると可能性あると思ってます。
ぴょん,湘南投資勉強会,196A,MFS 業績とIR活動によっては上値ありそう
ほみ株,神戸投資勉強会,196A,MFS 黒字化のインパクト狙い
Y.G.,湘南投資勉強会,196A,MFS 時価総額28億円に対してネットキャッシュ18億円のキャッシュリッチ。1Qで進捗率50%超え、売上27%増、モゲチェックの審査申込数増加、単価upで、粗利率改善とアップサイド狙える。
ウィン,湘南投資勉強会,196A,MFS　住宅ローンを低金利で提供、日銀の利上げが追い風となるのではないか
Kamakura,湘南投資勉強会,196A,MFS　住宅金利の変動
ULTRAGENKI 旧サバイブ,湘南投資勉強会,196A,MSF  モゲサワさん推し
ten,所属がわかりません。,197A,タウンズ
saku,湘南投資勉強会,197A,タウンズ　パンデミックが起きたら・・・
yuyu,湘南投資勉強会,197A,タウンズ 季節性感染症の増加が続く
miya,湘南投資勉強会,197A,タウンズ　業績上方修正によるPERの是正
とりお,湘南投資勉強会,197A,タウンズ 堅調な業績と配当
pekepeke,湘南投資勉強会,197A,タウンズ　検査キッド好調。指数的も割安なため見直し買いが入りそう。
Chiharu24,湘南投資勉強会,197A,タウンズ　高収益好業績
アリエス,湘南投資勉強会,197A,タウンズ 上場間もないため評価が定まらない。呼吸器系感染症の流行で、検査キットの需要が急増する可能性がある。
はな,湘南投資勉強会,197A,タウンズ　新工場設立による生産能力3倍！
マー,湘南投資勉強会,198A,ポストプライム　高橋ダンは今年は何か頑張りそうだから
kenmo@湘南投資勉強会,湘南投資勉強会,202A,豆蔵ホールディングス 直近IPO、テーマ株(AI関連)。2024年6月に上場。MBO前後で大幅に経営効率を改善。クラウドコンサルティング、AIコンサルティング、AIロボティクス・エンジニアリング、モビリティ・オートメーション、いずれもテーマ性あり。上場初年度はERP案件の中止、大量採用、本社移転コストなどにより上期こそ出遅れたものの、下期から来期に向けて妙味あり。自己資本比率69.4%+ROE52.8 % = 122(≧100)というクオリティグロース株。配当利回り4％台で買える日がいつまで続くか。2倍は分からないが下値は堅い。
ほしいも,湘南投資勉強会,205A,ロゴス　不動産ってことで割安にされてるが、言われた通りの成長を継続できるのであれば、いずれ見直しが入り灰になるのも夢ではないか
Y.G.,湘南投資勉強会,205A,ロゴスHD 1Qの悪い決算により、株価は安値圏だが、会社が今後の各四半期業績の予測を提示。これを達成できれば十分2倍は狙える。市場全体として省エネ住宅への追い風もあり、北海道地盤のロゴスにはプラス。
ユーキ,湘南投資勉強会,205A,ロゴスHD　建築基準法改正には適用済み、GX志向型住宅の補助金開始、グリッチで配当利回り6%、一条への追随期待
rokuroku,湘南投資勉強会,205A,ロゴスHD　最初から4Q偏重と言ってました
ドルトン,湘南投資勉強会,205A,ロゴスホールディングス 期待剥落で大きく下落したが、木造のMCB工法やコスト抑制可能な出店形態からすれば競合優位性は高く、ラピダス効果により引渡棟数計画に変化が示されれば、一気に見直し買いが起こりそう。
あいまる,湘南投資勉強会,205A,ロゴスホールディングス 拠点拡大＆高配当
おとわ,湘南投資勉強会,205A,ロゴスホールディングス　北海道銘柄、技術力とDXマーケティング、本州進出で増収増益期待
イタル,湘南投資勉強会,211A,カドス・コーポレーション 不動産マッチングで競争優位性があるのにPER6倍、営業利益6億に対し時価総額26億と全く評価されていない。今期はカドスタウンへの先行投資で10%増益程度だが、来期跳ねると予想。
コブダイバー,神戸投資勉強会,211A,"カドス・コーポレーション
① 【時価総額】26億5800万円 【予想PER】6.05 倍 【PBR】0.64 倍 【自己資本比率】51.5 % 【配当利回り】4.9％
② 建設事業において、適正利益の確保が進む。
③ 山口、広島が地盤。福岡北部、岡山へ商圏拡大を狙う。
④ 資本コストや株価を意識した経営の実現に向けた対応（検討中）
ROE10.0％以上の維持を目標。損益計算上の売上や利益水準を意識するだけでなく、資本収益性を考慮した経営資源の分配が重要であると認識しており、資本コストの把握や現状析、具体的な取組方針など、2025年10月の開示に向けて検討を進めている。"
あきら,神戸投資勉強会,212A,フィットイージー　名証ＩＲで注目。成長力に期待。
初心,湘南投資勉強会,212A,フィットイージー
まつ,湘南投資勉強会,212A,フィットイージー パクリ銘柄です。店舗数は東西に進出し鰻登り、株価も業績も鰻登り！
今亀庵,湘南投資勉強会,212A,フィットイージー　フィットネス事業全国展開
Chiharu24,湘南投資勉強会,212A,フィットイージー　高成長
えむ#,湘南投資勉強会,212A,フィットイージー 成長期、パーソナルトレーニングや物販事業にも期待
emi,湘南投資勉強会,215A,タイミー
うわん,神戸投資勉強会,215A,タイミー の売り。システムの不備がまだ出てきそう。大手が真似し始めている。1400億の時価総額が700億になったところで誰も驚かないと思う。
ウィン,湘南投資勉強会,215A,タイミー　業績好調、年収の壁問題に相まって成長すると想定されるから
タッチ,湘南投資勉強会,215A,"タイミー
人材不足で隙間バイトの需要が増えてる"
フクミサ,湘南投資勉強会,216A,タスキHD　不動産テックへの注目　空き家問題の解決　経営陣
くま,湘南投資勉強会,218A,Libera ware ドローンのレンタル、販売台数増。年末の決算の来期ネタに期待。
伊豆太郎,湘南投資勉強会,218A,Liberaware 今期黒字化、来季ガイダンスによっては評価が変わりそう。
sakumaT,湘南投資勉強会,219A,Ｈｅａｒｔｓｅｅｄ    ips細胞に関する部分で夢があるのとバイオ関連なのでモメンタム乗ると破壊力ありそう。
ten,所属がわかりません。,219A,Heartseed
yss,湘南投資勉強会,219A,Heartseed 注目の企業なので。
Grace,湘南投資勉強会,220A,Faber Company 高利益率の注力事業の売上成長、株価水準もPER11.2倍、EV/EVITDA1.5倍（実績）と激安であること。時価総額32億円に対して現預金保有が23億円ほどあり打ち手があること。有利子負債はゼロ。
Mくんニキ,神戸投資勉強会,220A,ファベル SEOコンサルで合唱連合は面白そうだから。
あんこ,神戸投資勉強会,220A,ファベルカンパニー　昨年、新ブラックマンデー直前に上場　売り上げ順調
rokuroku,湘南投資勉強会,228A,オプロ　40％ルールを意識してると言ってます
momo,湘南投資勉強会,228A,オプロ　価格改定寄与、成長性
前田嘉一,神戸投資勉強会,231A,"クロスE
建設や機械の設置工事、ハウステンボスなどの施設管理を手がける企業を傘下に持つ持株会社。外国人観光客でハウステンボスへの来場者増に期待。PBR１割れで高配当。売られ過ぎで割安。逆張りで２倍以上を狙う。"
ヒロシ,湘南投資勉強会,241A,ROXX 25.9期は広告費で赤字継続だが、高成長が続いて26.9期で利益が出ることが認知されれば
ブライ,神戸投資勉強会,241A,ROXX 黒字化への蓋然性の高まり＆成長性の高さが評価されるのでは？
cocoa,神戸投資勉強会,241A,ROXX 人手不足からの業績好調のため
とおる,湘南投資勉強会,241A,ROXX 人手不足が著しい業界向けの転職プラットフォームなので上振れそう。黒転タイミングも近いので株価も期待できそう。
くろせ,湘南投資勉強会,241A,ROXX 直近IPO・黒字化期待で
Mくんニキ,神戸投資勉強会,241A,ROXX 年末には数字が出てるだろうから、菊池風磨のCMで爆笑したから
イタル,湘南投資勉強会,242A,リプライオリティ 時価総額≒現預金額、PER５倍と全然評価されていないがROE26%と高収益。会社予想は保守的であり、去年から強化している自社商品がヒットすれば２倍は射程内。
大きなかぶ,湘南投資勉強会,242A,"リプライオリティ
福証Qボードに24年9月上場。25年9月期ガイダンス減益、減配予想。上場ゴールに見えたが、KabuBerryに参加しており、IRはやる気ある。現金12億円で時価総額より大きい。説明会では、東証には「可及的速やかに」と発言しており、その道筋が見えてくればPER10倍くらいはありそう。PER10倍×来期EPS220円で2倍。"
HAL,神戸投資勉強会,244A,グロースエクスパートナーズ 企業のDX支援コンサルで業績伸長が期待できる
優子,神戸投資勉強会,244A,"グロースエクスパートナーズ
DXコンサルはこれからも伸びる時思うし、社長の持ち株比率が非常に高いのも良いと思うから。"
mindset,湘南投資勉強会,245A,INGS はやし田は山岡家より人気出そう。
えむ#,湘南投資勉強会,245A,INGS ラーメンブランドの多角化に期待
ロカ,湘南投資勉強会,245A,INGS 株主優待導入期待
けむ。,新高値ブレイク投資塾,246A,アスア 2024年問題の恩恵が大きい。TRYESレポートの伸びが素晴らしい
ヒロユキ,初参加,246A,アスア ここの物流コンサルは直接の競合がなく堅調に伸びそう。
先高,湘南投資勉強会,246A,アスア 利益率の高い「TRYESレポート」の成長に期待。知名度があがれば株価もあがるはず。名証IRで人気者になってくれないか。。。
タッチ,湘南投資勉強会,247A,"AIロボティクス
マーケティングとかブランディングが上手いように見える。
今後も新製品をヒットさせそう。"
momota,無所属です,247A,AIロボティクス　　業績が右肩上がりでまだまだ伸びそうだと思う。
rokuroku,湘南投資勉強会,247A,Aiロボティクス 　今発売中の美容液と美顔器は楽天ランキングが常に上位。これから出す新商品もランキングが良ければ
はな,湘南投資勉強会,247A,Aiロボティクス　Ai×マーケティング×商品力
ののこ,湘南投資勉強会,247A,Aiロボティクス ゆんすは怪しさ満点でYouTubeでも悪い点が広められつつあるのだが実際楽天のランキングでは上位なので…。美容家電もMTGを思い浮かべるくらい高価だが売れてるので…。株買うのはおじさんが多いので…。
松本,湘南投資勉強会,247A,Aiロボティクス　ユンスを最近よくCMなどで見かけるようになり、Youtubeなどでもインフルエンサーが取り上げている。DUOで株価が急騰したプレミアムアンチエイジングに続けるのではと思った
でこぽん,神戸投資勉強会,247A,AIロボティクス 今のペースで業績が伸びるならまだまだ安い
フィナンシェ,神戸投資勉強会,247A,Aiロボティクス 情報が少ないですが、少数精鋭・DtoCビジネスモデルで急成長を期待します。
ごろんちゃん,湘南投資勉強会,247A,AIロボティクス 新しい事業を始めて大当たり
ウィン,湘南投資勉強会,247A,Aiロボティクス　新商品の売上好調、新商品もリリースされていくため
がっしー会長,神戸投資勉強会,247A,AIロボティクス　素直にコスメの売り上げと利益が増えたが株価に反映される為
ヒロ,湘南投資勉強会,247A,Aiロボティクス 美容液Yunthが急拡大しており街中でもよく見かけるため。ヘアケア、美容家電も好調
カンジ,湘南投資勉強会,248A,キッズスター　ごっこランド（アプリ版キッザニア）
ににもも,湘南投資勉強会,250A,シマダヤ　IPO後売り出しで株価下落しているが、価格改定により営業利益改善されるかも。
くろせ,湘南投資勉強会,250A,シマダヤ だいぶ割安になったしコメ不足再来で麺ブーム来ませんか…
だいふく,湘南投資勉強会,250A,シマダヤ　冷凍食品トップシェア、食糧不足懸念による冷凍食品需要。
のり丸,新高値ブレイク投資塾,255A,GLテクノホールディングス 半導体関連まだいける
ヒデゾー,湘南投資勉強会,260A,オルツ AIが材料
すっぴー,滋賀投資勉強会,260A,オルツ 今のところキャッシュを産む企業にしか見えない(盲目)
ゆき,湘南投資勉強会,262A,インターメスティック　IPO直後のガイダンスが保守的で株価が織り込んでないから
写楽保介,湘南投資勉強会,264A,Schoo 直近2Qで利益が出ていて、その勢いで25.9期も進捗したら、会社予想より上振れて着地しそう。
emi,湘南投資勉強会,264A,schoo
グラッチ,湘南投資勉強会,264A,Schoo  リスキリング、企業教育の効率化
ゆき,湘南投資勉強会,264A,Schoo IPO直後で成長率に比較し時価総額が低いため
Y.G.,湘南投資勉強会,264A,schoo SaaSのなかではトップレベルの伸び、リスキリング関連でテーマ的にも追い風
ベリーピザ,湘南投資勉強会,264A,Schoo リスキリング関連。限界利益率高く、大幅増益期待。
あんこ,神戸投資勉強会,264A,Schoo 去年上場。黒字化後営業利益6倍予想
Lily,秋からIR説明会にどちらの勉強会でも参加させて頂いています。,264a,Schoo 経常利益増益率600%予想。
ふくろう,湘南投資勉強会,264A,Schoo 高い成長性、高い限界利益率、低い解約率で利益伸びていくが、まだ黒字化して間もない段階で利益急増フェーズ。
ぴょん,湘南投資勉強会,264A,Schoo 高利益率｡リスキリング支援恩恵
opopo,湘南投資勉強会,264A,Schoo 法人営業が強くて粗利率も高くてアップサイド多そう。
とりお,湘南投資勉強会,264A,スクー 成長性
優子,神戸投資勉強会,265A,Hmcomm AI銘柄への期待と社長持ち株比率が高い。
HAL,神戸投資勉強会,268A,リガク・ホールディングス X線分析装置シェア世界首位で業績続伸期待できる
ベリーピザ,湘南投資勉強会,269A,Sapeet 黒字転換する面白いタイミング。直近IPO、AI関連でモメンタム期待
トモ,湘南投資勉強会,274A,ガーデン　IPO外食銘柄でまだまだインバウンドも期待できそう
ぱじぃた,湘南投資勉強会,274A,ガーデン ラーメン、うどんなど飲食事業今後も伸びるのでは。
日生牡蠣,どちらの勉強会にもまだ参加したことがないです,274A,ガーデン　飲食系の銘柄は株価が数倍になることも多いので
写楽保介,湘南投資勉強会,274A,ガーデン 累進配当の方針・2年以内に株主優待導入（四季報より抜粋）とのことだが、まだ株価に織り込まれていなそうに見える。
はっとり波平,無所属(kabuberry?),274A,ガーデン M&Aを活用した「壱角家」や「山下本気うどん」などの飲食事業
opopo,湘南投資勉強会,276A,ククレブ・アドバイザーズ 不動産IPOでキャッシュリッチ。金利上げに強くて不動産価格上昇の恩恵を受けそう。
おいどん,どちらかと言うと神戸,276A,"ククレブ・アドバイザーズ　276A
このまま成長できれば。"
もっぴー,湘南投資勉強会,277A,グロービング
カンジ,湘南投資勉強会,277A,グロービング　自動車業界向けコンサル。ホンダ
初心,湘南投資勉強会,278A,TERADRONE 新興企業ながら世界での活躍に期待
yume,湘南投資勉強会,278A,Ｔｅｒｒａ　Ｄｒｏｎｅ 空飛ぶ車。海外比率高い。
あんこ,神戸投資勉強会,278A,Terra Drone 赤字だが、ドローンでは最大手　日本以外の子会社が伸びそう
とりお,湘南投資勉強会,278A,テラドローン ドローンがテーマ化しそう
ちょる子,湘南投資勉強会,278A,テラドローン　航空管理システムシェア１位市場拡大も期待来期黒字化予想
ベリーピザ,湘南投資勉強会,281A,"インフォメティス　	エネルギー関連データを独自のAIで解析するエナジー・インフォマティクス事業を手掛ける。黒字化タイミング。費用は売上に比例して増加せず、飛躍的な利益成長が期待できる。"
ぼんやり田中,神戸投資勉強会,281A,"インフォメティス　次世代スマートメーターの伸長期待
"
さざなみ,湘南投資勉強会,281A,インフォメティス　大きく業績が伸びそう
だいふく,湘南投資勉強会,281A,"インフォメティス
次世代スマートメーターのデータ活用。交換需要で。"
めそ,湘南投資勉強会,285A,キオクシア
Minty,湘南投資勉強会,285A,キオクシア AI需要で伸びる
太郎ちゃん,勉強会未参加,285A,キオクシア　四季報予想EPS　26/3期520　ﾊﾞﾘｴｰｼｮﾝ評価　ｾｸﾀｰ物色動向不透明だが資金が向かえば評価余地あり
ちゃちゃ,神戸投資勉強会,285A,キオクシア 事業の見直し買い
今亀庵,湘南投資勉強会,285A,キオクシア　半導体事業の急回復
サントーシー,湘南投資勉強会,285A,キオクシアHD　4年前は3倍の評価だった。このまま落ちぶれたままでは終われない。
スーパーこさく,神戸投資勉強会,286A,ユカリア　社会保険料圧縮圧力暴発で医療機関経営助言会社に脚光
たっくん,神戸投資勉強会,287A,"黒田グループ
高配当利回りの直近ＩＰＯ銘柄で物色人気
生成AI関連"
くま,湘南投資勉強会,288A,ラクサス・テクノロジーズ　高級バック使いたいでしょ？
モモクリン,湘南投資勉強会,288A,ラクサス ブランドバッグのレンタルサブスクで既に黒字化済み。上場時の資金調達により事業成長にフルスロットルがかけられる状況。上場による認知度と信用度の向上による新規会員獲得を期待。
よっしー,湘南投資勉強会,288A,ラクサス・テクノロジー 成長性の割に割安
まつ,湘南投資勉強会,288A,ラクサス・テクノロジーズ パクリ銘柄です。初値426円、公開価格281円。公開価格付近まで下落したが、予想初値が800円くらいだったので、安定のストック収益による業績が見直されて株価2倍は射程圏では？今度こそグロースの時代が到来する！
フクミサ,湘南投資勉強会,288A,ラクサス　参入障壁が高い　ワールド傘下　ビジネスモデル
ぴょん,湘南投資勉強会,291A,リスキル 高利益率｡リスキリング支援恩恵
ほーちゃんのパパ,湘南投資勉強会,291A,リスキル　中期経営計画を評価され、なおかつ超過ペースで急騰
ウィン,湘南投資勉強会,297A,アルピコHD　株主優待などが発表されれば株価が跳ね上がると想定されるため
カンジ,湘南投資勉強会,298A,GVA TECH　リーガルテック
人間,湘南投資勉強会,298A,GVATECH 企業経営における法務の重要性が高まる。法務の生産性向上が課題に。
M,湘南投資勉強会,299A,dely  クラシルリワードが好調のようだから
マックス,草を食べて暮らそう会,302A,ビースタイルhd法律 改正などで可能性あるかもです
Nori. H,湘南投資勉強会,AGX,"AGX Argan, Inc."
しのぴーX＠横綱若三杉,神戸投資勉強会,AMD,AMD アドバンスト・マイクロ・デバイセズ GPUの分野ではNVIDIAには及ばないものの、パソコン向けCPUのRyzen、データセンター向けCPUのEPYCがともに好調でIntelからCPUのシェアを奪いつつある点が印象的。2025年、2026年は利益も順調に拡大しそう。
投資家N,神戸投資勉強会,ARM,ARM
オニール好きの投資家,湘南投資勉強会,ARM,ARM アーム　NASDAQ銘柄の雄、エッジAIの本命株
Yokabun,湘南投資勉強会,arm,arm 昨年も候補に入れましたが、スマホ、AI、まだまだこれから成長すると思う。
yume,湘南投資勉強会,ARQQ,ARQQ アーキット・クアンタム 月足底値圏
ひろやん,無所属（一度、湘南投資勉強会に参加）,AVGO,AVGO ブロードコム ＡＩ半導体需要期待。
がっしー会長,神戸投資勉強会,AVGO,AVGO ブロードコム　AI用データセンター関連で2024年に引き続き2025年も好調を維持、更に上振れる可能性がある為
しのぴーX＠横綱若三杉,神戸投資勉強会,AVGO,AVGO ブロードコム PERで見ると超割高であるも、ネットワーク関連の半導体を中心に顧客数増加が期待できそう。また、NVIDIAの新製品の開発遅れや値上げが懸念されており、データセンター向けロジック半導体でもブロードコムの製品を求める顧客が増え、業績が大きく伸びるのではないかと予想。
マッキー,湘南投資勉強会,AVGO,AVGOブロードコム　AI
キユーピー,湘南投資勉強会,AVGO,"AVGOブロードコム
時価総額1兆ドル到達。AI向けネットワークチップが好調。"
VASHI,湘南投資勉強会,BBAI,BBAI ビッグベアーAI AIソリューション小型
nt164,湘南投資勉強会,CEG,CEG コンステレーションエナジー　AIによる電力需要増加、MSFのデータセンター向け電力供給契約
VASHI,湘南投資勉強会,CNCK,CNCK コインチェック　暗号資産需要
マー,湘南投資勉強会,COIN,COIN　政策に売りなし
oct,湘南投資勉強会,CRM,CRM Salesforce AIを使いこなしている企業の一つ。
ひろやん,無所属（一度、湘南投資勉強会に参加）,CRM,CRM セールスフォース AI関連ソフトウェア需要期待。
人間,湘南投資勉強会,CWEB,米株 CWEB 中国景気てこ入れで
ぱじぃた,湘南投資勉強会,DIS,DIS ウォルト・ディズニー ストリーミング黒字化。
masa,神戸投資勉強会,EL,EL　エスティーローダー  中国の景気刺激策によりEPSが増加すると思います。
日本酒軽,湘南投資勉強会,FSLR,"FSLR　First Solar, Inc.　ギガソーラーを作らないとジャイアントテックの電力需要に間に合わない"
fuyutsuki,湘南投資勉強会,GGAL,GGAL アルゼンチンインフレ緩和と経済回復
とおるがfire,湘南投資勉強会,GRRR,GRRR　AIとDeepLearningを活用したスマートシティーソリューションを手掛ける。堅調な成長続く。
カヌレ,湘南投資勉強会,HOOD,HOOD  ロビンフッド・マーケッツ 　クリプトの取り扱いが増えて業績アップ。
伊豆太郎,湘南投資勉強会,HP,HP ヘルメリッチ・アンド・ペイン シェールガス関連で。
りんたん,湘南投資勉強会,HP,HP ヘルメリッチ・アンド・ペイン トランプ政権でシェールガス・オイル掘削を推進するため、ツルハシ銘柄となるかも
メイプル,湘南投資勉強会,HSAI,HSAI Hesai Group　：スマートカー需要
羽根,神戸投資勉強会,INTC,INTC インテル　PC買換需要
シンタロー,湘南投資勉強会,ionQ,ionQ IONQ 量子コンピュータサービスへの需要拡大
まる,湘南投資勉強会,IONQ,IONQ イオンQ　量子コンピューターで話題なので（よく知らない）
弁天。,湘南投資勉強会,IONQ,IONQ イオンQ 量子コンピュータ関連銘柄。米政府補助金、節電(常温で使用できる！)
Yokabun,湘南投資勉強会,IonQ,IonQ　量子コンピュータ。ようやく動き出した。
ののこ,湘南投資勉強会,IONQ,IONQ 量子コンピュータ関連のアメ株。
円蔵,湘南投資勉強会,IONQ,IONQ　量子コンピューティングがAIの次の物色先として相場を牽引するのではないかと考えた　ピュアな量子コンピューティング銘柄でアマゾン、マイクロソフト、グーグルの3社とパートナーシップを組んでいる。
ヒロ,湘南投資勉強会,IONQ,"米国株 IONQ トラップイオン方式で既に躍進していてGoogle、Microsoft,Amazonとクラウドで提携。クラウド依存しないエンドツーエンドソリューションも展開している。3億6500万$の現金保有で財務良好。"
SAKANA,湘南投資勉強会,IONQ,米国株IONQ 量子コンピュータを開発している企業
日本酒軽,湘南投資勉強会,IOT,IOT Samsara Inc.　AIの実用化、マネタイズに主眼が移り始める
ひろやん,無所属（一度、湘南投資勉強会に参加）,JMIA,JMIA ジュミア・テクノロジーズ アフリカ市場での需要期待。
ヨシ,湘南投資勉強会,JOBY,JOBY ジョビーアビエーション 年末に話題となった空飛ぶクルマ関連+2025年認可予定+2024年トヨタ出資
ヒロシ,湘南投資勉強会,LAZR,LAZR ルミナ―・テクノロジーズ 大穴枠。2021年の600ドルから100分の1に、さすがに下げすぎで直近決算で黒字化したところなので反発あるかも
がっしー会長,神戸投資勉強会,MRVL,MRVL マーベルテクノロジー　AI用データセンター関連で2024年に引き続き2025年も好調を維持、2026年も期待できる為
円蔵,湘南投資勉強会,MSTR,MSTR　ﾋﾞｯﾄｺｲﾝの値上がりにつられる形で
ヒデゾー,湘南投資勉強会,MSTR,MSTR マイクロストラテジー  BTC爆騰で
伊豆太郎,湘南投資勉強会,MSTR,MSTR マイクロストラテジー ビットコインバブルにより。
ユキカゼ,湘南投資勉強会,MTG,MTG　リファの商品がヒットして売上が伸びているが、最近不適切会計で株価が下落してしまったが、下落した分、株価が低くなり倍はいくのではないかと思いました。来期も新商品やサービスを続々と販売していく予定なので、それらも売上に貢献しそうだと思ったからです。
がっしー会長,神戸投資勉強会,MU,MU マイクロンテクノロジー　NANDが不調だが、AI用HBMの出荷が増え業績に寄与する為
マー,湘南投資勉強会,NIO,NIO  中国は14年ぶりの利下げだから
豚さがり,湘南投資勉強会,NVDA,NVDA　【予想】生成AI用の半導体売上がさらに進むと考えるため
oct,湘南投資勉強会,NVDA,NVDA NVIDIA まだまだ続くよAI相場。最近自分の業務でもChat-GPT使う場面が増えていて、AIはなくてはならない存在。さらに普及が進むと思われる。
boxman,湘南投資勉強会,NVDA,NVDA エヌビディア AI 需要ど真ん中がまだまだ続く
がっしー会長,神戸投資勉強会,NVDA,NVDA エヌビディア　AI用データセンター関連で2024年に引き続き2025年も好調を維持する
ごはん,湘南投資勉強会,NVDA,NVDA エヌビディア　天井知らず
ヒロ,湘南投資勉強会,NVDA,NVDA 続々と行われる先手をうつ先行投資とハイパースケーラーの大規模なデータセンター計画。Rubinまでのロードマップも強固で、アナリストレポートとレーティングを読むとまだ好意的で何だかんだここに帰結する気がします。
マッキー,湘南投資勉強会,NVDA,NVDAエヌビディア　継続して
がっしー会長,神戸投資勉強会,OKLO,OKLO オクロ　AIデータセンターの需要の高まりにより原子力発電への投資が活発になるため
VASHI,湘南投資勉強会,OKLO,OKLO オクロ　原子力
日本酒軽,湘南投資勉強会,ONON,ONON オン・ホールディング 　NIKE、アディダスに比べて低い時価総額、スイス人のハイブランドビジネスの上手さ
なのなの,湘南投資勉強会,PATH,PATH ユーアイパス A　エンタープライズオートメーション及びAIソフトウェア会社。当社RPAを業務に組み込ませ、顧客が逃げられないようになってからの値上げで黒字化を図る。2021年の公開価格$56に対して現在の株価は$13.28
ぷに丸,湘南投資勉強会,PGNY,PGNY プロジニー（アメリカ株) 昨年よくさがったので、持ち直せば。
oct,湘南投資勉強会,PLTR,PLTR Palantir Technologies 防衛/AI/サイバーテロ関連テーマ株。
VASHI,湘南投資勉強会,PLTR,PLTR パランティア　AIソリューション注目
シンタロー,湘南投資勉強会,PLTR,PLTR パランティア 米国の民間向け事業の成長加速
かまやき,神戸投資勉強会,PLTR,PLTR パランティア・テクノロジーズ　AIバブル
ひろやん,無所属（一度、湘南投資勉強会に参加）,PLTR,PLTR パランティア・テクノロジーズ 政府部門と商業部門の両方におけるAIソリューションの需要の高まり期待。
nt164,湘南投資勉強会,PLTR,PLTR パランティアテクノロジー　トランプ関連銘柄として
さふらん,湘南投資勉強会,PLTR,PLTR パランティアテクノロジーズ　サイバーセキュリティ　高度なデータ解析に強み。
Minty,湘南投資勉強会,PYPL,PYPL　ペイパル・ホールディングス　後払い決済が続伸しそう
かまやき,神戸投資勉強会,QUBT,QUBT クオンタム・コンピューティング　量子コンピュータバブル
メイプル,湘南投資勉強会,RCAT,RCAT Red Cat Holdings ：ロボットやドローン需要
kent,湘南投資勉強会,RDDT,RDDT レディット ソーシャルメディア､プラットフォームのエンゲージメントと広告のパイプラインが成長の初期段階
VASHI,湘南投資勉強会,RDDT,RDDT レディット　生成AIへのデータ提供セグメントの伸長
kent,湘南投資勉強会,RGTI,RGTI リゲッティ 拡張性のあるQPUを世界で初開発､量子コンピュータクラウドサービス提供
大笑田,湘南投資勉強会,RGTI,米国株【RGTI】リゲッティコンピューティング　量子コンピューターのシステム開発を行い2024年にAmazonの量子コンピューターサービスのプロトタイプを協業、そしてエヌディビアのGPU技術を活用してハイブリッドコンピューティングシステムを開発しています。次世代のAI✖️量子コンピューター時代を担う企業に成長する事を期待しています。
よっしー,湘南投資勉強会,RKLB,RKLB ロケット・ラボUSA 宇宙テーマ
豚さがり,湘南投資勉強会,SAP,SAP　【事象】システムの更新時期らしいです。
たぐけん,湘南投資勉強会,SMMT,SMMT サミットセラピューティクス　キイトルーダに勝ったivonescimabが他試験でも良好な結果を出す。
オニール好きの投資家,湘南投資勉強会,SMR,SMR　ニュースケールパワー　NASDAQ　トランプ政権の規制緩和政策で小型原子炉が本格化してくる
大笑田,湘南投資勉強会,SOFI,米国株【SOFI】ソーファイテクノロジーズ　まだ安いweb3DeFiの時代に合った企業であり、更なる成長を期待しています。
人間,湘南投資勉強会,SOXL,米株 SOXL 半導体底入れ
VASHI,湘南投資勉強会,SQ,SQ ブロック　個人消費強し
