	No.	お名前(HN可)	所属陣営	TYPE	銘柄コード	2倍になりそうな銘柄	理由	件数
1644	1124	だいたーん	湘南投資勉強会	東証GR	7133	HYUGA_PRIMARY_CARE	"ヒュウガプライマ　ストック性もあり
業績も伸び、株価割安に経営陣も対策を打ちつつあるため"	1
1645	1141	のりこ	湘南投資勉強会	東証PR	7182	ゆうちょ銀行	"ゆうちょ銀行 割安感があり 配当も高い
金利が上がれば 2倍になるかも"	1
1646	1142	牛肉太郎	神戸投資勉強会	東証PR	7199	プレミアグループ	プレミアグループ　前回未達の中期計画の時価総額達成意欲は高いとみる。また、超過達成を狙うはず。	1
1647	1143	ようこ	神戸投資勉強会	東証PR	7201	日産自動車	日産自動車　3桁の株価から２倍になりやすいのでは、と思ったのと経営統合が良い方向に進めばチャンスではないかと思いました。	1
1648	1150	べいべー	湘南投資勉強会	東証ST	7212	エフテック	"	エフテック　クオカード込みで５％超え　四季報が正しいなら来季PER4倍台
インドで＋７０億いければ復活しそう"	1
1649	1151	すっぴー	滋賀投資勉強会	東証ST	7213	レシップホールディングス	レシップホールディングス 2025年本決算の織り込みと同時に還元策が発表され、株価爆上げる	1
1650	1152	本屋	湘南投資勉強会	東証ST	7214	GMB	"GMD 四季報通りならper4でめちゃくちゃ安い。
Per8あってもいいんじゃないですか！(笑)"	1
1651	1160	柊	湘南投資勉強会	東証ST	7222	日産車体	日産車体 事業再編	1
1652	1161	なべさん@高配当バリュー投資家	湘南投資勉強会	東証ST	7228	デイトナ	デイトナ 海外部門の成長著しい。昨年度は比率3割程度だが、成長率が7割近く、今年か来年には海外の方の利益が追い越す。それなのに昨年度PER7倍。	1
1653	1162	とおる	湘南投資勉強会	東証ST	7229	ユタカ技研	ユタカ技研 自動車部品再編期待。キャッシュリッチ	1
1654	1169	KS	所属なし	東証ST	7266	今仙電機製作所	今仙電機製作所 米国と中国におけるリストラ効果が出始めて業績が回復の兆しが見え始めるはず。国内の事業拠点再編も検討中とのことで、このリストラ効果も今後見込まれる。PBR0.2x強、売上900億円強の企業の時価総額が110億円でネットキャッシュ約150億円は割安。テイ・エス テック（今仙電機は同社の持分法適用会社）から送り込まれた新社長は結果を出さざるを得ないはず	1
1655	1172	にこいち	四季報investors	東証PR	7269	スズキ	スズキ （7269）久しぶりに自動車メーカーの株価が回復すると思う。スズキの車はデザインがよく、女性受け、海外受けしそう。今年からはインドでEVの販売も始まるので期待している。	1
1656	1173	さーさ	神戸投資勉強会	東証PR	7280	ミツバ	ミツバ 株価の観点で底入れから上昇に転じると予想	1
1657	1180	けむ。	新高値ブレイク投資塾	東証GR	7317	松屋アールアンドディ	松屋R&D　製造業とは思えない利益率の高さ。ベトナムの工場もキャパに余裕あり。指標的にも安い	1
1658	1181	スカイラー	湘南投資勉強会	東証GR	7318	セレンディップ・ホールディングス	セレンディップ・ホールディングス M&Aによる非連続的成長	1
1659	1186	きしん	神戸投資勉強会	東証PR	7347	マーキュリアホールディングス	マーキュリアホールディングス kaihouファンド組み入れ期待、権利後の788円は流通時価総額100億円株価872円まで足らない、25年12月期大幅増益期待の変化率、好財務、同業インテグラル堅調	1
1660	1187	bamboo7	その他	東証GR	7352	TWOSTONE＆Sons	TWO STONE&Sons M&Aでの成長継続を期待	1
1661	1188	ベリーピザ	湘南投資勉強会	東証GR	7353	KIYOラーニング	KIYOラーニング　昨年度は能登震災の影響を受けたものの、7-9月期に盛り返し上方修正。今年は昨年度の反動増期待。リスキリング関連。	1
1662	1189	タカ@takanovalue	湘南投資勉強会	東証GR	7356	Retty	retty 黒字化が見えてきたため、確変を期待。	1
1663	1190	ちゃちゃ	神戸投資勉強会	東証GR	7361	ヒューマンクリエイションホールディングス	ヒューマンクリエイションホールディングス グロース×人材派遣	1
1664	1191	前田嘉一	神戸投資勉強会	東証GR	7370	Enjin	Ｅｎｊｉｎ 医療機関や中小・中堅企業を顧客に持つＰＲ会社。個人（事業主）をブランディングしてPRする分野の成長に期待。売られ過ぎで高配当になっている。逆張りで２倍を狙う。	1
1665	1192	キリン@神戸投資勉強会	神戸投資勉強会	東証GR	7374	コンフィデンス・インターワークス	コンフィデンス・インターワークス　株価位置的に	1
1666	1204	Nori. H	湘南投資勉強会	東証GR	7386	ジャパンワランティサポート	Ｊワランティ	1
1667	1211	さすけ	湘南投資勉強会	東証ST	7422	東邦レマック	東邦レマック　黒転	1
1668	1212	ほーちゃんのパパ	湘南投資勉強会	東証ST	7425	初穂商事	初穂商事　低PBR対策で優待や自社株買いなどを行なって欲しいから。	1
1669	1213	やさあた	神戸投資勉強会	東証ST	7451	三菱食品	三菱食品 創業100周年で役員,社員共頑張る。	1
1670	1216	ULTRAGENKI 旧サバイブ	湘南投資勉強会	東証ST	7463	アドヴァングループ	アドヴァングループ  アド街CMお馴染み企業  東証のガバナンスチクチク攻撃に耐えきれずMBO自主退業	1
1671	1217	にゃり	湘南投資勉強会	東証PR	7522	ワタミ	ワタミ サブウェイ買収。サブウェイの店舗が増えて優待が使えるようになったら、ヘルシー嗜好の株主が増加。	1
1672	1218	ぽき	湘南投資勉強会	東証PR	7537	丸文	丸文 メインの半導体関連であるデバイス事業は、成長領域であることは中長期的に不変。受注高は少し減少しているが、その他のシステム事業（航空宇宙分野）、ソリューション事業（AI、医療介護など）が市場拡大しており、成長余地のある分野。今は先行投資段階で、採算確保は次年度以降。PBR1倍超えを意識し、少しづつ株主還元拡大をしており、自社株買いもしていない。売上が落ちてるとはいえ、現中計の数字は達成予定。保守的予想を出す傾向にもある。今年度に次期中計発表があり、それらの期待感から。	1
1673	1221	さーさ	神戸投資勉強会	東証PR	7575	日本ライフライン	日本ライフライン 株価の観点で底入れから上昇に転じると予想	1
1674	1222	けん	湘南投資勉強会	東証ST	7601	ポプラ	ポプラ　上場維持基準未達で優待再開期待。	1
1675	1229	スカイラー	湘南投資勉強会	東証PR	7628	オーハシテクニカ	オーハシテクニカ 自動車業界の回復、業績回復と株主還元	1
1676	1230	にゃり	湘南投資勉強会	東証PR	7630	壱番屋	壱番屋 ラーメン屋買収により、ラーメン好きの株主が増加。	1
1677	1231	牛歩	神戸投資勉強会	東証ST	7638	NEW_ARTホールディングス	ニューアートホールディングス エクセルコとダイアモンド白石の屋さん。配当利回りが6%以上と底堅い上、25年3月期以降のROE（会社の目標）がぶっ飛んで上昇するため。あと一株でも保有してれば優待で結婚指輪が15％オフの神クーポンくれます。これから結婚する人にもオススメ。	1
1678	1232	ゆきお	湘南投資勉強会	東証ST	7673	ダイコー通産	ダイコー通産 データセンター案件受注による光ケーブル等が好調。価格転嫁も。	1
1679	1236	ボントレ	湘南投資勉強会	東証GR	7687	ミクリード	ミクリード	1
1680	1237	X	神戸投資勉強会	東証GR	7695	交換できるくん	交換できるくん 認知度向上で本業好調 M&A効果上乗せ	1
1681	1238	マッキー	湘南投資勉強会	東証ST	7698	アイスコ	アイスコ　夏が暑いので商品が売れる	1
1682	1243	あんこ	湘南投資勉強会	東証PR	7715	長野計器	長野計器　半導体底入れ期待	1
1683	1248	りんたん	湘南投資勉強会	東証ST	7746	岡本硝子	岡本硝子 世界的なデータセンター建設の加速化等によるガラス偏光子の受注拡大ついでに株価も拡大	1
1684	1249	奥中 悠二朗	湘南投資勉強会	東証ST	7760	IMV	IMV 受注残多く、高利益(と思われる)受託試験も好調な為。EVや航空宇宙向けが多い。	1
1685	1252	奥中 悠二朗	湘南投資勉強会	東証PR	7780	メニコン	メニコン 少し気が早いかもしれないが、徐々に新工場、新ラインが寄与していくから。来年かも。。	1
1686	1256	ほーちゃんのパパ	湘南投資勉強会	東証GR	7794	イーディーピー	イーディーピー　海外出荷再開さえすれば！	1
1687	1257	BEN	湘南投資勉強会	東証ST	7804	ビーアンドピー	ビーアンドピー　借入金なしでインクジェットプリンターへかなり設備投資して、都市部のイベント、関西万博の需要を取りにいっている。価格競争にならず収入伸びれば中化けする可能性がある。現状、人気業種でなく、財務的にもかなり株価割安。	1
1688	1258	ユキカゼ	湘南投資勉強会	東証GR	7806	MTG	MTG　リファの商品がヒットして売上が伸びているが、最近不適切会計で株価が下落してしまったが、下落した分、株価が低くなり倍はいくのではないかと思いました。来期も新商品やサービスを続々と販売していく予定なので、それらも売上に貢献しそうだと思ったからです。	1
1689	1259	写楽保介	湘南投資勉強会	東証ST	7811	中本パックス	中本パックス 25.2期2Qまでは順調。下半期に想定していた受注が前倒しになったとのことで、下半期は期待できないと思いきや、決算説明資料によると下半期も「引き続きスマートフォン用途、半導体関連が好調に推移」とのことなので、通期としてもある程度は期待できそう。配当利回りは4%弱あり、下値は固い。決算説明資料によると26.2期も増収増益予想。	1
1690	1260	前田嘉一	神戸投資勉強会	東証GR	7813	プラッツ	プラッツ 個人向けレンタル主柱に介護ベッドを製造販売。クオカード優待を合わせれば高配当。PBR１割れ、割安で放置されている。逆張りで２倍を狙う。	1
1691	1261	ひかり	無所属	東証PR	7821	前田工繊	前田工繊　ノルウェー政府銘柄	1
1692	1262	エル川	湘南投資勉強会	東証PR	7826	フルヤ金属	フルヤ金属　希少金属であるイリジウム、ルテニウム加工のオンリーワン技術は魅力的。2024年はペロブスカイト太陽電池の原料であるヨウ素生産の伊勢化学工業が上げるなどインフレや世界の分断化で希少資源の評価の変容を感じる。世界的なインフレ再注目、テーマ性など噛み合うタイミングがあればワンチャン。	1
1693	1268	マー	湘南投資勉強会	東証ST	7859	アルメディオ	アルメディオ	1
1694	1269	奥中 悠二朗	湘南投資勉強会	東証ST	7865	ピープル	ピープル 新事業が軌道に乗れば、、、	1
1695	1272	TS開運	湘南投資勉強会	東証PR	7888	三光合成	三光合成 PERの改善、EPSの上昇	1
1696	1275	明菜	神戸投資勉強会	東証ST	7918	ヴィア・ホールディングス	ヴィア  パステルのパスタとプリンは、とても美味しいので	1
1697	1278	sakumaT	湘南投資勉強会	東証PR	7951	ヤマハ	ヤマハ    大型枠。26年3月期はピアノの生産調整が和らいで採算改善するとのことなので株価も上がっていくのでは？ダブルバガーは達成してもよい時価総額ではあると見ている。	1
1698	1284	あきら	神戸投資勉強会	東証ST	7991	マミヤ・オーピー	マミヤオーピー　業績好調。業績急拡大。	1
1699	1285	ゆうき	湘南投資勉強会	東証ST	8006	ユアサ・フナショク	ユアサ・フナショク米の価格上昇で利益伸びる	1
1700	1286	先高	湘南投資勉強会	東証PR	8008	ヨンドシーホールディングス	4°Cホールディングス 買収した中古高級腕時計買取・販売会社の利益がのる。自己資本比率76%、有利子負債０、利回り4.4%、優待あり。第一生命の売り出しが懸念事項。。。	1
1701	1290	なべさん@高配当バリュー投資家	湘南投資勉強会	東証ST	8023	大興電子通信	"大興電子通信
予想PER7.5倍、配当利回り3.6%。
名称がDAIKO XTECHに変更されることで評価が変わったりして。"	1
1702	1293	ケンロク	湘南投資勉強会	東証ST	8041	OUGホールディングス	OUG　値上げ浸透、万博特需	1
1703	1294	牛歩	神戸投資勉強会	東証PR	8043	スターゼン	"スターゼン
国内トップ級のお肉屋さん。とにかく割安。海外進出も積極的で順調にジワジワ利益を伸ばしてくれるはず。見直されれば倍あるかもですが見直されるタイミングは見えず、万年割安の香り。まあ優待でお肉いっぱいくれるしエエやんエエやん。"	1
1704	1295	かめぞう	湘南投資勉強会	東証PR	8050	セイコーグループ	セイコーG　高級腕時計を国内外で展開。インバウンド客の増加に伴う売り上げ増を期待	1
1705	1296	end	湘南投資勉強会	東証PR	8057	内田洋行	"内田洋行
GIGAスクール構想の機器更新需要。"	1
1706	1306	イド	湘南投資勉強会	東証PR	8179	ロイヤルホールディングス	ロイヤルＨＤ 万博需要	1
1707	1307	一心	湘南投資勉強会	東証ST	8181	東天紅	東天紅　業績回復と復配	1
1708	1308	ちちざっぷ	湘南投資勉強会	東証PR	8185	チヨダ	チヨダ　新製品で業績回復スパッとダブルバガー	1
1709	1309	M	湘南投資勉強会	東証ST	8202	ラオックスホールディングス	ラオックス　インバウンド	1
1710	1314	大陸浪人	湘南投資勉強会	東証PR	8237	松屋	松屋 諸々の投資が終わっているため業績急拡大かも	1
1711	1315	koma	KabuBerry	東証ST	8291	日産東京販売ホールディングス	日産東京販売　不動産	1
1712	1316	ちょる子	湘南投資勉強会	東証PR	8306	三菱UFJフィナンシャル・グループ	三菱ufj銀行　インフレ時は資金調達ニーズが増えるので	1
1713	1317	かまやき	神戸投資勉強会	東証PR	8308	りそなホールディングス	住信SBI 住宅ローン金利を上げても利用者からあまり怒られず、柔軟に動けて利益を伸ばす。ネットにも強いため、人気が高まる。	1
1714	1318	kenmo@湘南投資勉強会	湘南投資勉強会	東証ST	8508	Jトラスト	Jトラスト 不採算案件からの脱却。今期より業績回復基調。不調だった韓国、インドネシアが改善。営業利益は2024年12月期には特殊要因により減益となるものの、2025年12月期から増益基調に転じ、2026年12月期は178億円（同2.2倍）と過去最高の更新を計画している。この新3ヶ年計画は正式な中期経営計画ではなく達成可能と考えられる保守的な業績予想としている。PBR0.38倍は激安水準ではないか。	1
1715	1326	初心	湘南投資勉強会	東証PR	8591	オリックス	オリックス	1
1716	1329	にゃり	湘南投資勉強会	東証PR	8630	SOMPOホールディングス	丸三証券 2028年3月まで増配予定。優待有り。	1
1717	1335	ぴょん	湘南投資勉強会	東証ST	8704	トレイダーズホールディングス	トレイダーズ 好業績､プライム移行。	1
1718	1336	にからご	湘南投資勉強会	東証PR	8715	アニコムホールディングス	アニコムホールディングス ペットを買っている人が多く上がりそう。	1
1719	1337	かまやき	神戸投資勉強会	東証PR	8750	第一生命ホールディングス	第一生命　医療費負担増加懸念による生命保険加入の増加又は思惑。運用益。	1
1720	1338	松本	湘南投資勉強会	東証ST	8769	アドバンテッジリスクマネジメント	アドバンテッジリスクマネジメント　中計達成すれば営業利益2倍になりそう	1
1721	1339	mindset	湘南投資勉強会	東証PR	8771	イー・ギャランティ	イーギャランティ 意欲的な中計に期待。国内最強クラスの利益率。競合なしで市場はブルーオーシャン。	1
1722	1340	大陸浪人	湘南投資勉強会	東証ST	8783	GFA	GFA 草コイン期待	1
1723	1341	とおるがfire	湘南投資勉強会	東証ST	8789	フィンテックグローバル	フィンテックグローバル　本業にの事業承継が案件増。ムーミンバレーの収益改善期待。	1
1724	1342	ぱお	湘南投資勉強会	東証PR	8801	三井不動産	三井不動産 含み資産に注目される	1
1725	1343	くっすんすん	湘南投資勉強会	東証PR	8802	三菱地所	三菱地所 海外からの買収の噂がチラつき、不動産含み益にそろそろ脚光が当たる。	1
1726	1348	ほくと	神戸投資勉強会	東証PR	8848	レオパレス21	レオパレス　過去の不祥事を乗り越え完全復活へ	1
1727	1349	ぼんやり田中	神戸投資勉強会	東証ST	8887	クミカ	クミカ　裏口上場で株価対策をするのでは	1
1728	1350	fukufukuro	湘南投資勉強会	東証ST	8891	AMGホールディングス	AMG HD PERからは激安。子会社化した川崎ハウジングも業績に大きく貢献していくと予想。	1
1729	1351	masa	湘南投資勉強会	東証ST	8914	エリアリンク	エリアリンク：ストックビジネスからの利益が98%以上で、売上の伸びのフェーズにあり、それに対して販管費の伸びが少ないため20%の営業利益率を維持したまま、営業利益額の上昇率が上がるため。	1
1730	1352	けん	湘南投資勉強会	東証ST	8927	明豊エンタープライズ	"明豊エンタープライズ
業績はまずまずだが資金繰りが厳しく資金調達が求められる中で新株予約権発行中"	1
1731	1353	シバマサ	湘南投資勉強会	東証ST	8929	青山財産ネットワークス	青山財産ネットワーク　M&Aによる成長期待　富裕層ビジネス期待	1
1732	1356	ビョル	神戸投資勉強会	東証PR	9008	京王電鉄	京王電鉄	1
1733	1359	おとわ	湘南投資勉強会	東証PR	9025	鴻池運輸	鴻池運輸　主事業に加え、子会社化したインドの会社が好調との開示があった	1
1734	1362	マックス	草を食べて暮らそう会	東証PR	9064	ヤマトホールディングス	ヤマトホールディングス リストラ成功となれば、ワンチャンあるかと思います。	1
1735	1363	Ottoto	湘南投資勉強会	東証ST	9067	丸運	丸運　PBR1倍割れで何らかの株主還元策に期待　大株主のJX金属上場による何らか変化にも期待	1
1736	1364	ボダ子	初参加	東証PR	9069	センコーグループホールディングス	センコーグループHD 青天井！？	1
1737	1365	まるのん	湘南投資勉強会	東証PR	9090	AZ-COM丸和ホールディングス	AZ-COM丸和ホールディングス 値上げ浸透を主体とした業績回復期待。（24/3期は価格転嫁遅れ主因で上場後初の下方修正により株価弱含みで推移。TOPマネジメントを含めた価格転嫁活動が奏功することを前提に26/3期に業績回復。従来目線のEPS成長に回帰を期待。EPS90*PER25）	1
1738	1366	のりこ	湘南投資勉強会	東証PR	9104	商船三井	商船三井 今後も 船の需要は高まりそうで1万2000円を見込む	1
1739	1367	ぼんやり田中	神戸投資勉強会	東証GR	9162	ブリーチ	"ブリーチ　1Qで業績底打ち　株主還元もあるのでは
"	1
1740	1368	いち	湘南投資勉強会	東証GR	9163	ナレルグループ	ナレルグループ　人材系は売られすぎたので好業績が素直に買われれば	1
1741	1371	こいけ	湘南投資勉強会	東証GR	9165	クオルテック	クオルテック 九州関連の事業拡大。EV関連好転	1
1742	1384	とこいえ	湘南投資勉強会	東証PR	9201	日本航空	日航 日経平均下落時の待避銘柄として公共株。2024年上がっていない。225。	1
1743	1388	やさあた	神戸投資勉強会	東証ST	9213	セイファート	セイファート スタンダード上場維持基準充足期待	1
1744	1391	たぬ吉	湘南投資勉強会	東証GR	9223	ASNOVA	ASNOVA　9223　減価償却費の激減	1
1745	1392	四丁目	湘南投資勉強会	東証GR	9227	マイクロ波化学	マイクロ波化学。数あるプロジェクトの一つでも成功すれば世界的快挙。2025年以降に進展するプロジェクトが出てくる可能性がある。但し、何もでなければ無限に下がる可能性も。。	1
1746	1402	きたやん	神戸投資勉強会	東証GR	9235	売れるネット広告社	売れるネット広告社 M&Aなどがあったが、今年から盛り返すと思っているから。	1
1747	1405	TS開運	湘南投資勉強会	東証GR	9242	メディア総研	メディア総研 人手不足と採用費予算の増加の恩恵	1
1748	1406	ボブ	湘南投資勉強会	東証GR	9246	プロジェクトホールディングス	プロジェクトカンパニー。そろそろ反発しそう	1
1749	1407	与野	湘南投資勉強会	東証PR	9247	TREホールディングス	TREホールディングス　門前クリーンパークが業績貢献	1
1750	1411	ブライ	神戸投資勉強会	東証GR	9257	YCPホールディングス（グローバル）リミテッド（外国株）	YCP 社長が有能、大株主の動き次第で2倍狙えるかも	1
1751	1412	ビョル	神戸投資勉強会	東証ST	9264	ポエック	ポエック　水&防衛	1
1752	1416	こうへい	湘南投資勉強会	東証GR	9271	和心	和心 実店舗に足を運んだ際、製品が魅力的であると感じたため。価格も日傘で4〜5千円と比較的高めの設定の一方で付加価値はデザインで、利益も確保できそうな印象。	1
1753	1422	はるもふ	どちらにも所属していません	東証PR	9301	三菱倉庫	三菱倉庫。キューソー流通もろとも三菱商事に取り込まれる。	1
1754	1423	まろまろ	湘南投資勉強会	東証PR	9304	澁澤倉庫	"アソインターナショナル　9304
海外比率50%を目指しておりインフラさえ整えば業績に反映されることは堅い。懸念は米国市場の競合と戦い抜けるかどうか。"	1
1755	1441	キリン@神戸投資勉強会	神戸投資勉強会	東証GR	9342	スマサポ	スマサポ　まだ地味だけど収益化の時期が近づいてきている..	1
1756	1444	ちゃちゃ	神戸投資勉強会	東証GR	9344	アクシスコンサルティング	アクシスコンサルティング グロース×人材紹介	1
1757	1447	pun	ここ1年オープンな勉強会に参加しておらず…すみません	東証GR	9346	ココルポート	ココルポート　事業としての参入障壁は高くないが、今後の需要も高いと思われる。自立訓練と就労支援が順調に展開されている。2025年より配当も開始予定。	1
1758	1453	とりお	湘南投資勉強会	名証Ｍ	9359	伊勢湾海運	伊勢湾海運	1
1759	1454	もっぴー	湘南投資勉強会	東証ST	9376	ユーラシア旅行社	ユーラシア旅行社 上場廃止 or QUOカード	1
1760	1455	あんこ	湘南投資勉強会	東証ST	9377	エージーピー	AGP 四季報予想で26.3の配当は70〜80。今の株価でみると配当利回り7%付近。幹線空港の固定式電源でほぼ独占、インバウンドもあり飛行機需要は伸びて業績に追い風と予想。年末までには26.3月の配当利回り見込んで株価伸びると期待	1
1761	1456	きよし	湘南投資勉強会	東証PR	9412	スカパーJSATホールディングス	スカパーJSAT 今年こそは。	1
1762	1457	朝昼晩飯	湘南投資勉強会	東証ST	9466	アイドママーケティングコミュニケーション	アイドママーケHLD　業績堅調でありながら増配決定のため	1
1763	1463	とらほう	神戸投資勉強会	東証PR	9468	KADOKAWA	KADOKAWA ソニーKADOKAWA連合は普通に強そう。逆に大幅上昇につながってもおかしくないのでは	1
1764	1472	たぬ吉	湘南投資勉強会	東証PR	9519	レノバ	レノバ9519　来期の売上高　営業利益の伸び	1
1765	1473	ぱお	湘南投資勉強会	東証PR	9551	メタウォーター	メタウオーター 上下水道の民営化	1
1766	1482	ぬる	湘南投資勉強会	東証GR	9554	AViC	売上の伸びや利益率に対してまだ割安なため。	1
1767	1486	弁天。	湘南投資勉強会	東証GR	9557	エアークローゼット	エアークローゼット 長ーい停滞期を抜けて浮上中。BtoBビジネス開始。	1
1768	1499	なのなの	湘南投資勉強会	東証PR	9600	アイネット	アイネット　データセンター・宇宙関連と今流行りのテーマを手掛けている割に割安感目立つ（PER10.4倍、配当利回り3.5％）。見直し買い期待。	1
1769	1506	イド	湘南投資勉強会	東証PR	9622	スペース	スペース 万博需要	1
1770	1507	羽根	神戸投資勉強会	東証PR	9627	アインホールディングス	アイン　オアシスが何かやってくるような‥	1
1771	1508	えむじぇい	湘南投資勉強会	東証ST	9639	三協フロンテア	三協フロンテア ファミマのニュースを皮切りにユニットハウスの活用幅が見直される。急激な採用も落ち着き、活況な需要に応えられるように見える。	1
1772	1511	ドライブ	湘南投資勉強会	東証ST	9696	ウィザス	ウィザス ここから視聴率まだ高まりそう	1
1773	1512	ごはん	湘南投資勉強会	東証PR	9697	カプコン	カプコン 　外国人が買いそう	1
1774	1513	K	神戸投資勉強会	東証ST	9713	ロイヤルホテル	ロイヤルホテル 大阪・京都を中心とするホテル展開で万博・インバウンドの需要取り込み。万博期間中のダイナミックプライシングで客室単価・客数増。赤字からの復活。	1
1775	1517	はっとり波平	無所属(kabuberry?)	東証PR	9755	応用地質	応用地質 水道管の老朽化問題 地質調査業最大手	1
1776	1518	豚さがり	湘南投資勉強会	東証PR	9765	オオバ	オオバ　【四季報】防衛省自衛隊施設の最適化設計順調　【事象】基地の新設、司令部の地下化の検討、火薬庫の新設等防衛施設の改善が進んでいるため	1
1777	1519	yss	湘南投資勉強会	東証PR	9788	ナック	ナック　水宅配が好調そうだから。	1
1778	1520	おとわ	湘南投資勉強会	東証PR	9790	福井コンピュータホールディングス	福井コンピュータホールディングス　建築システム、測量土木システムのいずれも増収増益、2025年の建築基準法改正が追い風で、価格改定もできている	1
1779	1521	もっぴー	湘南投資勉強会	東証ST	9823	マミーマート	マミーマート 業態転換による収益性(利益率)の向上が下期から発現	1
1780	1522	アディ	湘南投資勉強会	東証ST	9827	リリカラ	リリカラ　往年のクソ株と言われるに値する会社。しかし、実はTKPの子会社になってからIR姿勢含め大きな変化が起こっており、ここから優良会社としての評価になる可能性もある。IR姿勢含め経営含め変化になった契機はTKPが51.5％を保有するに当たって650円/株でTOBをしたこと。24年2月に中計を開示。中計期間は36円の配当を明示し、26年12月期は営利20億を目指す。株価は一時800円に迫るも24年12月期は2回下方修正し、来期25年12月期の四季報予想では営利400百万円と会社中計での25年12月期1400百万円とは大幅な乖離を生んでいる。株価でも期待されていない。しかし、24年12月期の業績下方修正の主な原因は原価上昇に対しての価格改定の遅れであり、これに対して24年8月2日（サンゲツの翌日）に12月2日出荷分より10～15％の価格改定を開示している。来期の業績もしっかり出てきて、TKP向けの壁紙やインテリアコーディネート、アパマン向けの商売なども進捗してこれば再評価されると期待	1
1781	1523	あちし	湘南投資勉強会	東証ST	9828	Genki_Global_Dining_Concepts	genkiglobal 魚べいと北米進出期待	1
1782	1524	ひかり	無所属	東証PR	9842	アークランズ	アークランズ  ホームセンター再編に期待	1
1783	1525	なべさん@高配当バリュー投資家	湘南投資勉強会	東証ST	9856	ケーユーホールディングス	"ケーユーホールディングス
予想PER6.1倍、配当利回り5.1%。中間経常進捗55%と高く、上方着地の可能性が高い。
円高シナリオや還元シナリオが出たら。"	1
1784	1526	なつみ	湘南投資勉強会	東証ST	9876	コックス	コックス 敏腕社長入りで2023年黒字化。足元成長鈍化で値位置低い。	1
1785	1529	とこいえ	湘南投資勉強会	東証PR	9997	ベルーナ	ベルーナ 通販から訪日客ホテルへ。売り上げ営業利益率の上昇。	1
1786	1533	えむ#	湘南投資勉強会	東証GR	138A	光フードサービス	光フードサービス 復活に期待	1
1787	1537	アディ	湘南投資勉強会	東証GR	142A	ジンジブ	"ジンジブ  上場して3ケ月でめちゃくちゃ強い中計を開示して一時株価は2000円に迫るもわずか6か月でその中計をごめんなさいして取り下げ、年末株価は587円で時価総額17億円の超小粒な会社。この中計開示～中計取り下げの動きに関しては大きな罪があるとはいえ、説明会動画及び説明会書き起こしでも「私から取締役の皆さんに対して上場することによってメリットは非常に大きいものと考えた上で中期経営計画に関しては、今までの成長率を維持できるだろうと、私から取締役に方針として出してしまいました。それによって、その数値を基準に KGI、KPI の策定に入ってしまったのが大きな要因になっております。」（https://jinjib.co.jp/wp-content/uploads/2024/12/e87a084a0355932837d0f93571fb5259.pdf）
と素直に反省している。今回の件では誰も特をしていない。つまり悪意は無いという悲しいと言えば悲しい事案。来期に関しては人員増がすさまじいものの赤字はホントに想定していないという話であり、ここまで下がったら逆転に期待したい。売上さえしっかり出てこれば小粒ゆえに株価上昇も大きいと期待する。見直しの新中計は2月開示予定"	1
1788	1540	こた	湘南投資勉強会	東証ST	146A	コロンビア・ワークス	コロンビア・ワークス	1
1789	1563	TMO	湘南投資勉強会	東証ST	160A	アズパートナーズ	アズパートナー　順調な業績が続く思い、比較的ﾊﾞﾘｴｰｼｮﾝも安いと思うから。	1
1790	1571	あいまる	湘南投資勉強会	東証PR	167A	リョーサン菱洋ホールディングス	リョーサン菱洋ホールディングス 高配当＆株主優待が魅力	1
1791	1572	rokuroku	湘南投資勉強会	東証GR	168A	イタミアート	イタミアート　下方修正したが売上は問題なかった。来期の挽回に期待	1
1792	1584	スカイラー	湘南投資勉強会	東証GR	186A	アストロスケールホールディングス	アストロスケール 宇宙バブルに期待	1
1793	1607	マー	湘南投資勉強会	東証GR	198A	PostPrime	ポストプライム　高橋ダンは今年は何か頑張りそうだから	1
1794	1608	kenmo@湘南投資勉強会	湘南投資勉強会	東証GR	202A	豆蔵デジタルホールディングス	豆蔵ホールディングス 直近IPO、テーマ株(AI関連)。2024年6月に上場。MBO前後で大幅に経営効率を改善。クラウドコンサルティング、AIコンサルティング、AIロボティクス・エンジニアリング、モビリティ・オートメーション、いずれもテーマ性あり。上場初年度はERP案件の中止、大量採用、本社移転コストなどにより上期こそ出遅れたものの、下期から来期に向けて妙味あり。自己資本比率69.4%+ROE52.8 % = 122(≧100)というクオリティグロース株。配当利回り4％台で買える日がいつまで続くか。2倍は分からないが下値は堅い。	1
1795	1638	前田嘉一	神戸投資勉強会	福証Ｑ	231A	Ｃｒｏｓｓ　Ｅホールディングス	クロスE 建設や機械の設置工事、ハウステンボスなどの施設管理を手がける企業を傘下に持つ持株会社。外国人観光客でハウステンボスへの来場者増に期待。PBR１割れで高配当。売られ過ぎで割安。逆張りで２倍以上を狙う。	1
1796	1667	カンジ	湘南投資勉強会	東証GR	248A	キッズスター	キッズスター　ごっこランド（アプリ版キッザニア）	1
1797	1671	のり丸	湘南投資勉強会	東証ST	255A	ジーエルテクノホールディングス	GLテクノホールディングス 半導体関連まだいける	1
1798	1674	ゆき	湘南投資勉強会	東証PR	262A	インターメスティック	インターメスティック　IPO直後のガイダンスが保守的で株価が織り込んでないから	1
